SITE_NAME,DATE1,DAY_OF_WEEK,INSPECTOR_ID,PAY_VOL,SHIFT_START,SHIFT_END,TOTALINSP,NUMINVASIVE,TOWN,WATERBODY,SHIFT_LENGTH,DATE,month,year
Launch Drive Cobbosseecontee,07/26/2022,Tue,3504,1,13:00,19:00,21.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-07-26,7,2022
Launch Drive Cobbosseecontee,07/26/2022,Tue,5637,0,05:20,07:03,1.0,0.0,Monmouth,Cobbosseecontee Lake,103.0,2022-07-26,7,2022
East Winthrop Cobbosseecontee,07/27/2022,Wed,5588,1,13:00,19:00,6.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-27,7,2022
Launch Drive Cobbosseecontee,07/27/2022,Wed,3504,1,07:00,13:00,21.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-07-27,7,2022
East Winthrop Cobbosseecontee,07/27/2022,Wed,5633,1,07:00,13:00,4.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-27,7,2022
Launch Drive Cobbosseecontee,07/27/2022,Wed,5670,1,13:00,19:00,16.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-07-27,7,2022
East Winthrop Cobbosseecontee,07/28/2022,Thu,5579,1,12:55,19:00,4.0,0.0,Winthrop,Cobbosseecontee Lake,365.0,2022-07-28,7,2022
Launch Drive Cobbosseecontee,07/28/2022,Thu,2169,1,13:00,19:00,16.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-07-28,7,2022
Wilson Pond Road,07/28/2022,Thu,5668,0,10:00,11:00,1.0,0.0,Monmouth,Wilson Pond,60.0,2022-07-28,7,2022
Launch Drive Cobbosseecontee,07/28/2022,Thu,5648,1,07:00,13:00,11.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-07-28,7,2022
East Winthrop Cobbosseecontee,07/28/2022,Thu,5573,1,07:00,13:00,5.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-28,7,2022
Whippoorwill Road,07/28/2022,Thu,5586,1,12:00,18:00,18.0,0.0,Litchfield,Woodbury Pond,360.0,2022-07-28,7,2022
Launch Drive Cobbosseecontee,07/29/2022,Fri,5670,1,07:00,13:00,11.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-07-29,7,2022
Whippoorwill Road,07/29/2022,Fri,5648,1,12:00,18:00,16.0,0.0,Litchfield,Woodbury Pond,360.0,2022-07-29,7,2022
Launch Drive Cobbosseecontee,07/29/2022,Fri,5637,0,04:41,07:00,1.0,0.0,Monmouth,Cobbosseecontee Lake,139.0,2022-07-29,7,2022
Wilson Pond Road,07/29/2022,Fri,5706,0,07:40,08:49,1.0,0.0,Monmouth,Wilson Pond,69.0,2022-07-29,7,2022
Thorofare Rd,07/29/2022,Fri,5671,1,13:00,19:00,23.0,0.0,Litchfield,Pleasant Pond,360.0,2022-07-29,7,2022
Launch Drive Cobbosseecontee,07/29/2022,Fri,2169,1,13:00,19:00,19.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-07-29,7,2022
East Winthrop Cobbosseecontee,07/29/2022,Fri,5580,1,07:00,13:00,4.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-29,7,2022
East Winthrop Cobbosseecontee,07/29/2022,Fri,5579,1,12:56,19:01,17.0,0.0,Winthrop,Cobbosseecontee Lake,365.0,2022-07-29,7,2022
East Winthrop Cobbosseecontee,07/30/2022,Sat,3504,1,07:00,17:00,30.0,0.0,Winthrop,Cobbosseecontee Lake,600.0,2022-07-30,7,2022
Augusta West Kampground,07/30/2022,Sat,5577,1,08:00,14:00,11.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-07-30,7,2022
Launch Drive Cobbosseecontee,07/30/2022,Sat,5671,1,07:00,17:00,77.0,0.0,Monmouth,Cobbosseecontee Lake,600.0,2022-07-30,7,2022
Norcross Point South Basin Maranacook,07/30/2022,Sat,5006,1,07:00,17:00,26.0,0.0,Winthrop,Maranacook Lake,600.0,2022-07-30,7,2022
Thorofare Rd,07/30/2022,Sat,4944,1,07:00,13:00,11.0,0.0,Litchfield,Pleasant Pond,360.0,2022-07-30,7,2022
Wilson Pond Road,07/30/2022,Sat,5648,1,13:00,19:00,7.0,0.0,Monmouth,Wilson Pond,360.0,2022-07-30,7,2022
Augusta West Kampground,07/30/2022,Sat,5670,1,14:00,20:00,8.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-07-30,7,2022
Whippoorwill Road,07/30/2022,Sat,5586,1,07:00,17:00,65.0,0.0,Litchfield,Woodbury Pond,600.0,2022-07-30,7,2022
Beach Road,07/30/2022,Sat,5622,1,13:00,19:00,4.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-07-30,7,2022
Old Kents Hill Road,07/30/2022,Sat,1292,0,15:00,17:00,1.0,0.0,Readfield,Torsey Lake,120.0,2022-07-30,7,2022
Rt 41 North Basin Maranacook,07/30/2022,Sat,5584,1,13:00,19:00,30.0,0.0,Readfield,Maranacook Lake,360.0,2022-07-30,7,2022
Thorofare Rd,07/30/2022,Sat,2169,1,13:00,19:00,17.0,0.0,Litchfield,Pleasant Pond,360.0,2022-07-30,7,2022
Beach Road,07/30/2022,Sat,5306,1,07:00,13:00,14.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-07-30,7,2022
Old Kents Hill Road,07/30/2022,Sat,1299,0,09:00,11:00,1.0,0.0,Readfield,Torsey Lake,120.0,2022-07-30,7,2022
Old Kents Hill Road,07/30/2022,Sat,1103,0,11:00,13:00,0.0,0.0,Readfield,Torsey Lake,120.0,2022-07-30,7,2022
Old Kents Hill Road,07/30/2022,Sat,5150,0,07:00,09:00,2.0,0.0,Readfield,Torsey Lake,120.0,2022-07-30,7,2022
Launch Drive Cobbosseecontee,07/30/2022,Sat,5637,0,04:40,07:05,4.0,0.0,Monmouth,Cobbosseecontee Lake,145.0,2022-07-30,7,2022
Wilson Pond Road,07/30/2022,Sat,5644,1,07:00,13:00,14.0,0.0,Monmouth,Wilson Pond,360.0,2022-07-30,7,2022
Augusta West Kampground,07/31/2022,Sun,5006,1,08:00,18:00,14.0,0.0,Winthrop,Annabessacook Lake,600.0,2022-07-31,7,2022
Thorofare Rd,07/31/2022,Sun,4944,1,07:00,13:00,37.0,0.0,Litchfield,Pleasant Pond,360.0,2022-07-31,7,2022
East Winthrop Cobbosseecontee,07/31/2022,Sun,5633,1,07:00,13:00,16.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-31,7,2022
Launch Drive Cobbosseecontee,07/31/2022,Sun,5580,1,07:00,13:00,51.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-07-31,7,2022
Wilson Pond Road,07/31/2022,Sun,5644,1,07:00,13:00,9.0,0.0,Monmouth,Wilson Pond,360.0,2022-07-31,7,2022
Thorofare Rd,07/31/2022,Sun,2169,1,13:00,19:00,34.0,0.0,Litchfield,Pleasant Pond,360.0,2022-07-31,7,2022
Rt 41 North Basin Maranacook,07/31/2022,Sun,5584,1,13:00,19:00,37.0,0.0,Readfield,Maranacook Lake,360.0,2022-07-31,7,2022
Whippoorwill Road,07/31/2022,Sun,5105,1,07:00,13:00,43.0,0.0,Litchfield,Woodbury Pond,360.0,2022-07-31,7,2022
Old Kents Hill Road,07/31/2022,Sun,5588,1,07:00,17:00,19.0,0.0,Readfield,Torsey Lake,600.0,2022-07-31,7,2022
Rt 41 North Basin Maranacook,07/31/2022,Sun,5671,1,07:00,13:00,21.0,0.0,Readfield,Maranacook Lake,360.0,2022-07-31,7,2022
Beach Road,07/31/2022,Sun,5648,1,07:00,17:00,21.0,0.0,Monmouth,Cochnewagon Pond,600.0,2022-07-31,7,2022
Wilson Pond Road,07/31/2022,Sun,5622,1,13:00,19:00,8.0,0.0,Monmouth,Wilson Pond,360.0,2022-07-31,7,2022
Launch Drive Cobbosseecontee,07/31/2022,Sun,3796,1,13:00,19:00,62.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-07-31,7,2022
Norcross Point South Basin Maranacook,07/31/2022,Sun,5577,1,07:00,13:00,17.0,0.0,Winthrop,Maranacook Lake,360.0,2022-07-31,7,2022
Norcross Point South Basin Maranacook,07/31/2022,Sun,5573,1,13:00,19:00,15.0,0.0,Winthrop,Maranacook Lake,360.0,2022-07-31,7,2022
Launch Drive Cobbosseecontee,07/31/2022,Sun,5637,0,06:20,07:11,2.0,0.0,Monmouth,Cobbosseecontee Lake,51.0,2022-07-31,7,2022
East Winthrop Cobbosseecontee,07/31/2022,Sun,3504,1,13:00,19:00,25.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-07-31,7,2022
Whippoorwill Road,07/31/2022,Sun,5402,1,13:00,19:00,58.0,0.0,Litchfield,Woodbury Pond,360.0,2022-07-31,7,2022
Launch Drive Cobbosseecontee,08/01/2022,Mon,5670,1,07:00,13:00,11.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-01,8,2022
East Winthrop Cobbosseecontee,08/01/2022,Mon,5573,1,07:00,13:00,3.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-01,8,2022
East Winthrop Cobbosseecontee,08/01/2022,Mon,5588,1,13:00,19:00,10.0,1.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-01,8,2022
Launch Drive Cobbosseecontee,08/01/2022,Mon,5648,1,13:00,19:00,16.0,1.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-01,8,2022
East Winthrop Cobbosseecontee,08/02/2022,Tue,5580,1,07:00,13:00,1.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-02,8,2022
Launch Drive Cobbosseecontee,08/02/2022,Tue,5637,0,05:18,07:00,2.0,0.0,Monmouth,Cobbosseecontee Lake,102.0,2022-08-02,8,2022
East Winthrop Cobbosseecontee,08/02/2022,Tue,5573,1,13:00,19:00,0.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-02,8,2022
Launch Drive Cobbosseecontee,08/02/2022,Tue,3504,1,13:00,19:00,8.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-02,8,2022
Launch Drive Cobbosseecontee,08/02/2022,Tue,5670,1,07:00,13:00,4.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-02,8,2022
East Winthrop Cobbosseecontee,08/03/2022,Wed,5573,1,13:00,19:00,4.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-03,8,2022
Launch Drive Cobbosseecontee,08/03/2022,Wed,5402,1,07:00,13:00,13.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-03,8,2022
East Winthrop Cobbosseecontee,08/03/2022,Wed,5588,1,07:00,13:00,1.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-03,8,2022
Launch Drive Cobbosseecontee,08/03/2022,Wed,5637,0,04:51,07:03,1.0,0.0,Monmouth,Cobbosseecontee Lake,132.0,2022-08-03,8,2022
Launch Drive Cobbosseecontee,08/03/2022,Wed,5637,0,04:35,07:10,2.0,0.0,Monmouth,Cobbosseecontee Lake,155.0,2022-08-03,8,2022
Launch Drive Cobbosseecontee,08/03/2022,Wed,3504,1,13:00,19:00,25.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-03,8,2022
Launch Drive Cobbosseecontee,08/04/2022,Thu,5670,1,07:00,13:00,20.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-04,8,2022
Whippoorwill Road,08/04/2022,Thu,5402,1,13:00,19:00,13.0,0.0,Litchfield,Woodbury Pond,360.0,2022-08-04,8,2022
East Winthrop Cobbosseecontee,08/04/2022,Thu,5671,1,13:00,19:00,11.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-04,8,2022
Launch Drive Cobbosseecontee,08/04/2022,Thu,5637,0,04:40,07:05,2.0,0.0,Monmouth,Cobbosseecontee Lake,145.0,2022-08-04,8,2022
East Winthrop Cobbosseecontee,08/04/2022,Thu,5580,1,07:00,13:00,6.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-04,8,2022
Launch Drive Cobbosseecontee,08/04/2022,Thu,2169,1,13:00,19:00,39.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-04,8,2022
Launch Drive Cobbosseecontee,08/05/2022,Fri,5637,0,04:45,07:05,2.0,0.0,Monmouth,Cobbosseecontee Lake,140.0,2022-08-05,8,2022
Augusta West Kampground,08/05/2022,Fri,4174,1,12:00,18:00,6.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-08-05,8,2022
Launch Drive Cobbosseecontee,08/05/2022,Fri,5648,1,07:00,13:00,12.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-05,8,2022
East Winthrop Cobbosseecontee,08/05/2022,Fri,5644,1,13:00,19:00,9.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-05,8,2022
East Winthrop Cobbosseecontee,08/05/2022,Fri,5588,1,07:00,13:00,2.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-05,8,2022
Thorofare Rd,08/05/2022,Fri,5586,1,12:00,18:00,13.0,0.0,Litchfield,Pleasant Pond,360.0,2022-08-05,8,2022
Launch Drive Cobbosseecontee,08/05/2022,Fri,2169,1,13:00,19:00,29.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-05,8,2022
Wilson Pond Road,08/05/2022,Fri,5706,0,06:10,08:30,0.0,0.0,Monmouth,Wilson Pond,140.0,2022-08-05,8,2022
Whippoorwill Road,08/05/2022,Fri,5671,1,13:00,19:00,10.0,0.0,Litchfield,Woodbury Pond,360.0,2022-08-05,8,2022
Augusta West Kampground,08/06/2022,Sat,5644,1,08:00,18:00,13.0,0.0,Winthrop,Annabessacook Lake,600.0,2022-08-06,8,2022
Old Kents Hill Road,08/06/2022,Sat,5577,1,07:00,17:00,11.0,0.0,Readfield,Torsey Lake,600.0,2022-08-06,8,2022
Launch Drive Cobbosseecontee,08/06/2022,Sat,5580,1,07:00,13:00,39.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-06,8,2022
Rt 41 North Basin Maranacook,08/06/2022,Sat,5006,1,07:00,17:00,36.0,0.0,Readfield,Maranacook Lake,600.0,2022-08-06,8,2022
Launch Drive Cobbosseecontee,08/06/2022,Sat,5648,1,13:00,19:00,44.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-06,8,2022
East Winthrop Cobbosseecontee,08/06/2022,Sat,5670,1,07:00,17:00,17.0,0.0,Winthrop,Cobbosseecontee Lake,600.0,2022-08-06,8,2022
Norcross Point South Basin Maranacook,08/06/2022,Sat,5671,1,07:00,17:00,38.0,0.0,Winthrop,Maranacook Lake,600.0,2022-08-06,8,2022
Beach Road,08/06/2022,Sat,5306,1,07:00,13:00,11.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-08-06,8,2022
Launch Drive Cobbosseecontee,08/06/2022,Sat,5637,0,04:50,07:00,3.0,0.0,Monmouth,Cobbosseecontee Lake,130.0,2022-08-06,8,2022
Whippoorwill Road,08/06/2022,Sat,5586,1,07:00,17:00,48.0,0.0,Litchfield,Woodbury Pond,600.0,2022-08-06,8,2022
Thorofare Rd,08/06/2022,Sat,2169,1,10:20,19:00,34.0,0.0,Litchfield,Pleasant Pond,520.0,2022-08-06,8,2022
Old Kents Hill Road,08/06/2022,Sat,1394,0,13:00,15:00,0.0,0.0,Readfield,Torsey Lake,120.0,2022-08-06,8,2022
Beach Road,08/06/2022,Sat,5622,1,13:00,19:00,10.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-08-06,8,2022
Wilson Pond Road,08/07/2022,Sun,5305,1,09:00,14:00,10.0,0.0,Monmouth,Wilson Pond,300.0,2022-08-07,8,2022
Wilson Pond Road,08/07/2022,Sun,5706,0,07:00,09:00,2.0,0.0,Monmouth,Wilson Pond,120.0,2022-08-07,8,2022
Launch Drive Cobbosseecontee,08/07/2022,Sun,5637,0,04:40,07:00,5.0,0.0,Monmouth,Cobbosseecontee Lake,140.0,2022-08-07,8,2022
Launch Drive Cobbosseecontee,08/07/2022,Sun,5580,1,07:00,17:00,91.0,0.0,Monmouth,Cobbosseecontee Lake,600.0,2022-08-07,8,2022
Beach Road,08/07/2022,Sun,5306,1,07:00,13:00,9.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-08-07,8,2022
Thorofare Rd,08/07/2022,Sun,3504,1,07:00,13:00,24.0,0.0,Litchfield,Pleasant Pond,360.0,2022-08-07,8,2022
Norcross Point South Basin Maranacook,08/07/2022,Sun,5633,1,07:06,13:00,16.0,0.0,Winthrop,Maranacook Lake,354.0,2022-08-07,8,2022
East Winthrop Cobbosseecontee,08/07/2022,Sun,5671,1,07:00,12:30,16.0,0.0,Winthrop,Cobbosseecontee Lake,330.0,2022-08-07,8,2022
Wilson Pond Road,08/07/2022,Sun,5676,0,05:25,07:30,8.0,0.0,Monmouth,Wilson Pond,125.0,2022-08-07,8,2022
Wilson Pond Road,08/07/2022,Sun,5673,0,16:00,17:40,7.0,1.0,Monmouth,Wilson Pond,100.0,2022-08-07,8,2022
Whippoorwill Road,08/07/2022,Sun,5648,1,07:00,17:00,57.0,0.0,Litchfield,Woodbury Pond,600.0,2022-08-07,8,2022
Beach Road,08/07/2022,Sun,5644,1,13:00,19:00,9.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-08-07,8,2022
Norcross Point South Basin Maranacook,08/07/2022,Sun,5577,1,13:00,19:00,26.0,0.0,Winthrop,Maranacook Lake,360.0,2022-08-07,8,2022
Old Kents Hill Road,08/07/2022,Sun,5622,1,07:00,17:00,4.0,0.0,Readfield,Torsey Lake,600.0,2022-08-07,8,2022
Thorofare Rd,08/07/2022,Sun,2169,1,10:00,19:00,17.0,0.0,Litchfield,Pleasant Pond,540.0,2022-08-07,8,2022
East Winthrop Cobbosseecontee,08/07/2022,Sun,5670,1,12:30,18:45,14.0,0.0,Winthrop,Cobbosseecontee Lake,375.0,2022-08-07,8,2022
Rt 41 North Basin Maranacook,08/07/2022,Sun,5006,1,07:00,17:00,44.0,0.0,Readfield,Maranacook Lake,600.0,2022-08-07,8,2022
Launch Drive Cobbosseecontee,08/08/2022,Mon,5670,1,13:00,19:00,5.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-08,8,2022
East Winthrop Cobbosseecontee,08/08/2022,Mon,5580,1,14:00,19:00,3.0,0.0,Winthrop,Cobbosseecontee Lake,300.0,2022-08-08,8,2022
East Winthrop Cobbosseecontee,08/08/2022,Mon,5633,1,07:00,13:00,4.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-08,8,2022
Launch Drive Cobbosseecontee,08/08/2022,Mon,5305,1,07:00,13:00,14.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-08,8,2022
East Winthrop Cobbosseecontee,08/09/2022,Tue,5670,1,13:00,19:00,1.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-09,8,2022
East Winthrop Cobbosseecontee,08/09/2022,Tue,5588,1,07:00,13:00,2.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-09,8,2022
Launch Drive Cobbosseecontee,08/09/2022,Tue,5305,1,07:00,13:00,4.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-09,8,2022
Launch Drive Cobbosseecontee,08/09/2022,Tue,5637,0,05:00,07:00,1.0,0.0,Monmouth,Cobbosseecontee Lake,120.0,2022-08-09,8,2022
Launch Drive Cobbosseecontee,08/09/2022,Tue,5633,1,13:00,19:00,2.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-09,8,2022
East Winthrop Cobbosseecontee,08/10/2022,Wed,5633,1,07:00,13:00,7.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-10,8,2022
Launch Drive Cobbosseecontee,08/10/2022,Wed,5402,1,07:00,13:00,8.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-10,8,2022
Launch Drive Cobbosseecontee,08/10/2022,Tue,5637,0,05:11,07:10,1.0,0.0,Monmouth,Cobbosseecontee Lake,119.0,2022-08-10,8,2022
Launch Drive Cobbosseecontee,08/10/2022,Wed,3504,1,13:00,19:00,10.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-10,8,2022
East Winthrop Cobbosseecontee,08/10/2022,Wed,5573,1,13:00,18:00,3.0,0.0,Winthrop,Cobbosseecontee Lake,300.0,2022-08-10,8,2022
Launch Drive Cobbosseecontee,08/11/2022,Thu,2169,1,13:00,19:00,21.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-11,8,2022
East Winthrop Cobbosseecontee,08/11/2022,Thu,5644,1,13:00,19:00,6.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-11,8,2022
Whippoorwill Road,08/11/2022,Thu,5648,1,13:00,19:00,13.0,0.0,Litchfield,Woodbury Pond,360.0,2022-08-11,8,2022
Launch Drive Cobbosseecontee,08/11/2022,Thu,5670,1,07:00,13:00,10.0,1.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-11,8,2022
Launch Drive Cobbosseecontee,08/11/2022,Thu,5637,0,04:47,06:58,3.0,0.0,Monmouth,Cobbosseecontee Lake,131.0,2022-08-11,8,2022
East Winthrop Cobbosseecontee,08/11/2022,Thu,5588,1,07:00,13:00,4.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-11,8,2022
Old Kents Hill Road,08/12/2022,Fri,5720,0,13:00,15:00,1.0,0.0,Readfield,Torsey Lake,120.0,2022-08-12,8,2022
East Winthrop Cobbosseecontee,08/12/2022,Fri,5633,1,07:00,13:00,5.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-12,8,2022
Launch Drive Cobbosseecontee,08/12/2022,Fri,5648,1,07:00,13:00,18.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-12,8,2022
Wilson Pond Road,08/12/2022,Fri,5706,0,05:10,08:00,2.0,0.0,Monmouth,Wilson Pond,170.0,2022-08-12,8,2022
Thorofare Rd,08/12/2022,Fri,3504,1,12:00,18:00,19.0,0.0,Litchfield,Pleasant Pond,360.0,2022-08-12,8,2022
Whippoorwill Road,08/12/2022,Fri,5402,1,12:00,18:00,21.0,0.0,Litchfield,Woodbury Pond,360.0,2022-08-12,8,2022
Augusta West Kampground,08/12/2022,Fri,4174,1,12:00,18:00,3.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-08-12,8,2022
East Winthrop Cobbosseecontee,08/12/2022,Fri,5573,1,13:00,19:00,9.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-12,8,2022
Launch Drive Cobbosseecontee,08/12/2022,Fri,5637,0,05:02,07:00,2.0,0.0,Monmouth,Cobbosseecontee Lake,118.0,2022-08-12,8,2022
Augusta West Kampground,08/13/2022,Sat,5402,1,08:00,14:00,7.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-08-13,8,2022
Beach Road,08/13/2022,Sat,5670,1,13:00,19:00,3.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-08-13,8,2022
Augusta West Kampground,08/13/2022,Sat,4174,1,14:00,20:00,11.0,0.0,Winthrop,Annabessacook Lake,360.0,2022-08-13,8,2022
Rt 41 North Basin Maranacook,08/13/2022,Sat,5622,1,07:00,17:00,12.0,0.0,Readfield,Maranacook Lake,600.0,2022-08-13,8,2022
Thorofare Rd,08/13/2022,Sat,2169,1,13:00,19:00,24.0,0.0,Litchfield,Pleasant Pond,360.0,2022-08-13,8,2022
East Winthrop Cobbosseecontee,08/13/2022,Sat,5573,1,07:00,17:00,14.0,0.0,Winthrop,Cobbosseecontee Lake,600.0,2022-08-13,8,2022
Old Kents Hill Road,08/13/2022,Sat,4624,0,11:00,13:00,2.0,0.0,Readfield,Torsey Lake,120.0,2022-08-13,8,2022
Rt 41 North Basin Maranacook,08/13/2022,Sat,5584,1,13:00,19:00,20.0,0.0,Readfield,Maranacook Lake,360.0,2022-08-13,8,2022
Launch Drive Cobbosseecontee,08/13/2022,Sat,5648,1,13:00,19:00,41.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-13,8,2022
Launch Drive Cobbosseecontee,08/13/2022,Sat,5637,0,04:51,07:03,4.0,0.0,Monmouth,Cobbosseecontee Lake,132.0,2022-08-13,8,2022
Old Kents Hill Road,08/13/2022,Sat,5150,0,07:00,09:00,2.0,0.0,Readfield,Torsey Lake,120.0,2022-08-13,8,2022
Old Kents Hill Road,08/13/2022,Sat,2091,0,09:00,11:00,2.0,0.0,Readfield,Torsey Lake,120.0,2022-08-13,8,2022
Old Kents Hill Road,08/13/2022,Sat,1292,0,17:00,19:00,1.0,0.0,Readfield,Torsey Lake,120.0,2022-08-13,8,2022
Old Kents Hill Road,08/13/2022,Sat,1394,0,13:00,15:00,2.0,0.0,Readfield,Torsey Lake,120.0,2022-08-13,8,2022
Wilson Pond Road,08/13/2022,Sat,5671,1,07:00,17:00,25.0,0.0,Monmouth,Wilson Pond,600.0,2022-08-13,8,2022
Beach Road,08/13/2022,Sat,5306,1,07:00,13:00,5.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-08-13,8,2022
Norcross Point South Basin Maranacook,08/13/2022,Sat,5582,1,11:00,17:00,13.0,0.0,Winthrop,Maranacook Lake,360.0,2022-08-13,8,2022
Launch Drive Cobbosseecontee,08/14/2022,Sun,5580,1,07:00,13:00,39.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-14,8,2022
Wilson Pond Road,08/14/2022,Sun,5579,1,06:58,18:00,27.0,0.0,Monmouth,Wilson Pond,662.0,2022-08-14,8,2022
Old Kents Hill Road,08/14/2022,Sun,5622,1,07:00,17:00,9.0,0.0,Readfield,Torsey Lake,600.0,2022-08-14,8,2022
Launch Drive Cobbosseecontee,08/14/2022,Sun,5648,1,13:00,19:00,41.0,1.0,Monmouth,Cobbosseecontee Lake,360.0,2022-08-14,8,2022
Augusta West Kampground,08/14/2022,Sun,4174,1,08:00,18:00,12.0,0.0,Winthrop,Annabessacook Lake,600.0,2022-08-14,8,2022
Whippoorwill Road,08/14/2022,Sun,5402,1,07:00,17:00,54.0,0.0,Litchfield,Woodbury Pond,600.0,2022-08-14,8,2022
Norcross Point South Basin Maranacook,08/14/2022,Sun,5671,1,13:00,19:00,27.0,0.0,Winthrop,Maranacook Lake,360.0,2022-08-14,8,2022
East Winthrop Cobbosseecontee,08/14/2022,Sun,5105,1,07:00,13:00,14.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2022-08-14,8,2022
Thorofare Rd,08/14/2022,Sun,2169,1,13:00,19:00,25.0,0.0,Litchfield,Pleasant Pond,360.0,2022-08-14,8,2022
East Winthrop Cobbosseecontee,08/14/2022,Sun,5644,1,13:00,17:40,18.0,0.0,Winthrop,Cobbosseecontee Lake,280.0,2022-08-14,8,2022
East Winthrop Cobbosseecontee,08/14/2022,Sun,5582,1,17:30,19:00,7.0,0.0,Winthrop,Cobbosseecontee Lake,90.0,2022-08-14,8,2022
Rt 41 North Basin Maranacook,08/14/2022,Sun,5584,1,09:00,19:00,63.0,0.0,Readfield,Maranacook Lake,600.0,2022-08-14,8,2022
Beach Road,08/14/2022,Sun,5306,1,07:00,13:00,14.0,0.0,Monmouth,Cochnewagon Pond,360.0,2022-08-14,8,2022
Launch Drive Cobbosseecontee,08/14/2022,Sun,5637,0,04:47,07:05,30.0,0.0,Monmouth,Cobbosseecontee Lake,138.0,2022-08-14,8,2022
Norcross Point South Basin Maranacook,08/14/2022,Sun,5670,1,07:00,13:15,12.0,0.0,Winthrop,Maranacook Lake,375.0,2022-08-14,8,2022
